Incident_ID,City,Vehicle_Type,Accident_Type,Severity,Weather_Condition,Driver_Age,Driver_Gender,Injury_Count,Damage_Cost_PHP,Traffic_Volume,Road_Lighting,Speed_Limit
MMTI-2025-03090,Quezon,Car,Hit and Run,3.0,Stormy,37.0,M,0,1887959.4,Moderate,Well-Lit,60
MMTI-2025-07474,Caloocan,Motorcycle,Head-on,3,,35.0,Male,0,,Heavy,Well-Lit,80
MMTI-2025-06566,Quezon,Car,Rear-end,6.0,Rainy,63.0,Male,2,1472957.98,Moderate,Lit,60
MMTI-2025-16298,Quezon,Bus,Head-on,3.0,Clear,25.0,Female,4,1011239.04,,No Lights,30
MMTI-2025-02749,Quezon,Car,Side-swipe,6.0,Stormy,32.0,Female,3,"PHP 2,815,322.50",HEAVY,Unlit,60 kph
MMTI-2025-03475,Paranaque,Car,Hit and Run,Risk Level 3,Clear,29.0,Male,0,97281.77,Light,Lit,60
MMTI-2025-15568,Quezon,Car,Rear-end,,Clear,36.0,Female,0,81.2k,Moderate,Well-Lit,40
MMTI-2025-10726,Quezon,,Head-on,,Clear,43.0,Male,0,69.9k,Heavy,Well-Lit,30
MMTI-2025-21283, caloocan,SUV/Van,Head-on,Risk Level 3,Rain,,Male,0,223187.85,Heavy,No Lights,100
MMTI-2025-15731,Muntinlupa,Car,Rear-end,Risk Level 3,Clear,0.0,Male,0,55798.67,Heavy,Well-Lit,40
MMTI-2025-02734,Caloocan,Motorcycle,Head-on,,Rain,42.0,Male,0,7793.62,Moderate,Well-Lit,60
MMTI-2025-01619,Las Pinas,SUV/Van,Side-swipe,Risk Level 6,Clear,39.0,Male,3,86231.82,Light,Poorly-Lit,80
MMTI-2025-00452,San Juan,Car,Side-swipe,2,Clear,41.0,Male,0,38250.6,Heavy,Poorly-Lit,60 km/h
MMTI-2025-07461,Pasay,Car,Rear-end,3,Clear,25.0,Female,0,50078.17,Heavy,Well-Lit,60 kph
MMTI-2025-00587,Quezon,Car,Rear-end,3,Rainy,45.0,Female,0,1469009.25,Light,dark,60
MMTI-2025-14816,Makati,Car,Hit and Run,3,Cloudy,47.0,Female,0,234284.86,Heavy,Poorly-Lit,40
MMTI-2025-11551,Quezon,Truck,Hit and Run,,Clear,27.0,Male,0,"PHP 185,574.63",Light,Well-Lit,60 km/h
MMTI-2025-15861,Malabon,,Head-on,6,Cloudy,40.0,Male,4,,Heavy,Unlit,60
MMTI-2025-22943,Makati,Motorcycle,Side-swipe,3.0,Cloudy,37.0,Female,0,217691.61,Heavy,Well-Lit,30
MMTI-2025-12503,Quezon,Truck,Rear-end,3.0,Stormy,57.0,Male,0,2031092.06,Heavy,Well-Lit,40 kph
MMTI-2025-07459,Quezon,Truck,Side-swipe,3,Cloudy,17.0,Male,0,525386.97,Moderate,Unlit,60
MMTI-2025-05355,Mandaluyong,,Head-on,3,,33.0,Male,0,,Heavy,Well-Lit,80
MMTI-2025-21543,Las Pinas,,Rear-end,3,Clear,46.0,Male,0,172358.86,Heavy,Poorly-Lit,60
MMTI-2025-05089, quezon,Bus,Head-on,3,Clear,150.0,Male,0,,Heavy,Poorly-Lit,60
MMTI-2025-01158,Pasig,Car,Rear-end,Risk Level 3,Clear,54.0,Male,0,130819.87,Heavy,Well-Lit,80 kph
MMTI-2025-04417,Quezon,Jeepney,Side-swipe,3,Clear,66.0,Male,0,,Heavy,dark,40 km/h
MMTI-2025-04978,Mandaluyong,Car,Head-on,3,Clear,31.0,Female,0,72178.91,Heavy,well lit,60
MMTI-2025-02406,Makati,Car,Hit and Run,6,Cloudy,28.0,Male,2,252651.26,Moderate,Well-Lit,60
MMTI-2025-03461,Manila,Jeepney,Rear-end,,Clear,32.0,Male,0,26194.08,Heavy,Well-Lit,30
MMTI-2025-19596,Mandaluyong,Motorcycle,Hit and Run,3,Clear,41.0,Male,0,"PHP 71,981.90",Light,Poorly-Lit,40
MMTI-2025-23533,Quezon,Truck,Side-swipe,3,Rain,46.0,Male,0,958254.29,,Well-Lit,30
MMTI-2025-02943,Taguig,Motorcycle,Side-swipe,Risk Level 3,Cloudy,36.0,Male,0,283093.14,Heavy,Well-Lit,40
MMTI-2025-01834,Quezon,Car,Hit and Run,Risk Level 3,Rainy,47.0,Male,0,690294.72,Heavy,Well-Lit,60
MMTI-2025-21237,Mandaluyong,Car,Hit and Run,3,Clear,30.0,Male,0,74795.32,Heavy,Well-Lit,100
MMTI-2025-23318,Navotas,,Head-on,3.0,Rain,18.0,Female,0,70942.14,Moderate,Well-Lit,60
MMTI-2025-07225,Taguig,Motorcycle,Rear-end,6,Cloudy,32.0,Female,1,284258.02,Heavy,Well-Lit,80
MMTI-2025-04760,Manila,Car,Hit and Run,3.0,Cloudy,52.0,Male,0,169871.65,Heavy,Poorly-Lit,100
MMTI-2025-21850,Quezon,Car,Head-on,6,Stormy,39.0,Male,2,2255462.97,Moderate,dark,80 km/h
MMTI-2025-08658, manila,Motorcycle,Rear-end,3,Cloudy,27.0,Female,0,26652.87,,Well-Lit,60 km/h
MMTI-2025-18178,Mandaluyong,Truck,Side-swipe,,,39.0,Male,0,472231.02,,Well-Lit,60
MMTI-2025-01198,San Juan,Motorcycle,Hit and Run,,Clear,20.0,Male,0,12508.49,Moderate,Well-Lit,40 km/h
MMTI-2025-17747,Quezon,SUV/Van,Head-on,3,Cloudy,31.0,Male,0,446428.16,Heavy,Well-Lit,60
MMTI-2025-12642,,Truck,Head-on,Risk Level 4,Cloudy,40.0,Male,2,191810.47,Heavy,Well-Lit,60 kph
MMTI-2025-19780,Paranaque,Car,Hit and Run,3,Clear,41.0,Male,0,114382.83,HEAVY,Well-Lit,40
MMTI-2025-19910,Quezon,Car,Rear-end,2.0,,26.0,Female,0,78133.03,Heavy,well lit,60
MMTI-2025-22795,Quezon,SUV/Van,Hit and Run,2,Cloudy,36.0,Male,0,462574.26,Heavy,Well-Lit,60
MMTI-2025-10462,Manila,Motorcycle,Head-on,3,Cloudy,37.0,Male,0,175074.85,Heavy,Well-Lit,100 km/h
MMTI-2025-17516,Quezon,Car,Head-on,Risk Level 3,Rainy,53.0,Male,0,822496.91,Moderate,Well-Lit,60
MMTI-2025-05929,Quezon,SUV/Van,Side-swipe,Risk Level 3,Cloudy,44.0,Male,0,419796.56,Moderate,POOR,80 kph
MMTI-2025-03054, malabon,Bus,Rear-end,3.0,Clear,37.0,Female,0,,Heavy,Well-Lit,60
MMTI-2025-13374,QUEZON ,Jeepney,Rear-end,3.0,,39.0,Male,0,52644.45,Heavy,Poorly-Lit,60 km/h
MMTI-2025-14322,Makati,Car,Rear-end,1.0,Cloudy,38.0,Male,0,243577.08,Moderate,Poorly-Lit,80
MMTI-2025-04386,Quezon,Truck,Head-on,3,,28.0,Male,0,689571.29,Moderate,well lit,40
MMTI-2025-05994,Quezon,Car,Hit and Run,3,Cloudy,37.0,Female,0,518022.23,Heavy,Poorly-Lit,80
MMTI-2025-17997,,Car,Head-on,Risk Level 3,Clear,33.0,Female,0,160195.14,Moderate,Poorly-Lit,60
MMTI-2025-10173,Taguig,Truck,Head-on,3,Storm,40.0,Female,0,,Heavy,No Lights,40
MMTI-2025-07158,Taguig,,Rear-end,3,Clear,24.0,Male,0,150183.16,Heavy,Well-Lit,80
MMTI-2025-11816,Manila,Car,Rear-end,3.0,,,Female,0,162222.98,Heavy,Well-Lit,60 km/h
MMTI-2025-03250,Makati,Bus,Rear-end,2.0,,40.0,Male,4,194341.62,Moderate,Unlit,40
MMTI-2025-10927,Quezon,Truck,Side-swipe,3,Rainy,43.0,Female,0,642297.26,Heavy,Well-Lit,60
MMTI-2025-14139,MAKATI ,Truck,Side-swipe,3.0,,46.0,Female,0,-25000,Heavy,Poorly-Lit,60
MMTI-2025-06758,Quezon,Car,Hit and Run,6,Cloudy,27.0,male,3,555902.72,Heavy,Well-Lit,100 km/h
MMTI-2025-01015,Paranaque,,Rear-end,3,Clear,56.0,Female,0,67348.76,Heavy,well lit,60
MMTI-2025-01564,Paranaque,Jeepney,Side-swipe,3,Clear,38.0,Male,0,116646.78,Moderate,Well-Lit,60
MMTI-2025-22023,Quezon,Car,Rear-end,Risk Level 3,Rainy,35.0,Male,0,942960.54,Heavy,Poorly-Lit,60
MMTI-2025-11349,Quezon,Truck,Side-swipe,Risk Level 2,Cloudy,30.0,Male,0,404.3k,Heavy,Well-Lit,30 km/h
MMTI-2025-03586,Taguig,Bus,Side-swipe,3.0,Clear,48.0,Male,0,,,No Lights,60 km/h
MMTI-2025-20089,Quezon,Motorcycle,Side-swipe,3.0,Rainy,17.0,Female,0,1740983.43,Heavy,Unlit,60
MMTI-2025-01608,,SUV/Van,Head-on,,Cloudy,33.0,Unknown,0,145232.31,Heavy,Well-Lit,100
MMTI-2025-20105,Quezon,Motorcycle,Head-on,2,,41.0,Male,0,5176.17,Heavy,Poorly-Lit,60
MMTI-2025-19152,Quezon,Motorcycle,Hit and Run,6,Stormy,43.0,Male,3,3802816.65,Heavy,Well-Lit,60
MMTI-2025-01781,Manila,Truck,Head-on,3,Cloudy,22.0,Male,0,201031.66,Heavy,Poorly-Lit,60
MMTI-2025-08382,Quezon,Car,Side-swipe,3.0,Cloudy,27.0,Female,0,432904.35,Moderate,Well-Lit,40 km/h
MMTI-2025-01706,Manila,Car,Side-swipe,3.0,Clear,31.0,Female,0,164711.3,Heavy,well lit,40 km/h
MMTI-2025-18134,Taguig,Car,Rear-end,3,Cloudy,150.0,Male,0,299350.03,HEAVY,Poorly-Lit,80
MMTI-2025-15196,,Motorcycle,Hit and Run,Risk Level 3,Rain,48.0,Male,0,11489.73,Moderate,No Lights,60 kph
MMTI-2025-14529,Quezon,SUV/Van,Side-swipe,3.0,Rainy,50.0,Male,0,1179628.19,Heavy,Well-Lit,60
MMTI-2025-20427,Manila,Motorcycle,Rear-end,3,Clear,,Male,0,9085.87,Heavy,Well-Lit,100
MMTI-2025-19157,Mandaluyong,SUV/Van,Hit and Run,3,Clear,49.0,Male,0,74283.75,Heavy,well lit,40
MMTI-2025-09022,Paranaque,,Hit and Run,3.0,Rain,33.0,Female,0,115543.18,Heavy,Well-Lit,40 km/h
MMTI-2025-12823,,Motorcycle,Side-swipe,6.0,Clear,38.0,Male,4,,Heavy,Poorly-Lit,40
MMTI-2025-14577,Makati,Car,Side-swipe,3.0,Cloudy,60.0,Male,0,234954.03,Heavy,Well-Lit,30
MMTI-2025-20885,San Juan,Truck,Side-swipe,2,Clear,48.0,Female,0,38839.92,Moderate,Poorly-Lit,60 km/h
MMTI-2025-22955,San Juan,Truck,Side-swipe,3.0,Rain,51.0,Female,0,,Heavy,Well-Lit,60
MMTI-2025-00622,Valenzuela,SUV/Van,Rear-end,,Clear,48.0,Male,0,65491.77,HEAVY,Poorly-Lit,60
MMTI-2025-05743,Taguig,Car,Side-swipe,1,Cloudy,54.0,Male,0,305856.03,Moderate,Poorly-Lit,40
MMTI-2025-04994,,Motorcycle,Head-on,6,Clear,61.0,Female,3,87645.35,Heavy,Lit,60 km/h
MMTI-2025-14013,TAGUIG ,Motorcycle,Head-on,,,43.0,Male,0,4638.15,Heavy,Poorly-Lit,60
MMTI-2025-22606,Muntinlupa,Car,Head-on,Risk Level 3,Clear,49.0,Female,0,54049.42,Moderate,Poorly-Lit,40 km/h
MMTI-2025-03874,Paranaque,Truck,Hit and Run,3,Clear,56.0,Female,0,105374.71,Heavy,Well-Lit,60
MMTI-2025-21922,Quezon,SUV/Van,Side-swipe,3.0,Cloudy,26.0,Male,0,582914.21,Heavy,Well-Lit,60
MMTI-2025-18506,Marikina,Car,Rear-end,2.0,Clear,17.0,male,0,65406.56,Heavy,Poorly-Lit,60
MMTI-2025-15290,Pasig,Motorcycle,Rear-end,3,Clear,41.0,Male,0,159735.09,Heavy,Poorly-Lit,40
MMTI-2025-11151,Quezon,SUV/Van,Side-swipe,,Clear,40.0,Male,0,73775.47,Heavy,Well-Lit,80 km/h
MMTI-2025-12125, caloocan,SUV/Van,Side-swipe,3,Cloudy,43.0,Male,0,,Heavy,Well-Lit,40
MMTI-2025-05752,Quezon,Car,Head-on,3,Rainy,29.0,Male,0,687800.19,Moderate,Poorly-Lit,30
MMTI-2025-22824,Quezon,Motorcycle,Rear-end,6,Stormy,35.0,Female,3,3670295.07,Heavy,Poorly-Lit,40
MMTI-2025-05367,Paranaque,Car,Side-swipe,3,Clear,43.0,Male,0,102774.58,Heavy,Poorly-Lit,80
MMTI-2025-11795,Manila,,Rear-end,Risk Level 6,Clear,36.0,Male,4,149002.89,Heavy,Unlit,60
MMTI-2025-09080, quezon,Car,Rear-end,3,Clear,,Female,0,139522.29,Moderate,Unlit,60
MMTI-2025-05938,Quezon,Jeepney,Rear-end,3,Rainy,24.0,Female,0,1344953.07,Heavy,dark,100 km/h
MMTI-2025-16904,Caloocan,Car,Head-on,3.0,Clear,22.0,Male,0,"PHP 42,243.75",Heavy,Well-Lit,30
MMTI-2025-05576,Mandaluyong,Car,Head-on,3.0,Clear,45.0,Female,0,69764.01,Moderate,Lit,60
MMTI-2025-07665,Manila,Car,Rear-end,6,Cloudy,47.0,F,4,176699.19,Heavy,Well-Lit,60
MMTI-2025-22475,Las Pinas,Car,Hit and Run,3,Clear,43.0,Female,0,95730.73,Heavy,POOR,60
MMTI-2025-18771,Valenzuela,,Hit and Run,Risk Level 3,Clear,53.0,Male,0,177184.31,Heavy,Well-Lit,100 kph
MMTI-2025-03927,Taguig,Car,Rear-end,3.0,Cloudy,50.0,Male,0,310218.02,Heavy,No Lights,60
MMTI-2025-10862,Quezon,Bus,Hit and Run,3,,48.0,Male,0,392297.07,Moderate,well lit,30
MMTI-2025-05221,Taguig,Car,Rear-end,3.0,Cloudy,33.0,Female,0,295084.69,Heavy,Poorly-Lit,30
MMTI-2025-05208,Quezon,Car,Side-swipe,Risk Level 3,Rainy,34.0,Male,0,1659590.58,Heavy,Poorly-Lit,60
MMTI-2025-08686,Quezon,Car,Side-swipe,3,Rainy,59.0,Male,0,1362369.49,Heavy,Well-Lit,60 km/h
MMTI-2025-20114,Quezon,SUV/Van,Side-swipe,3.0,Storm,22.0,Male,0,377394.82,,Well-Lit,60 km/h
MMTI-2025-13529,Pasig,Jeepney,Head-on,3,Clear,20.0,Female,0,126543.72,Heavy,Well-Lit,80
MMTI-2025-07129,Marikina,Car,Head-on,3,Clear,54.0,male,0,60161.07,Heavy,Poorly-Lit,60
MMTI-2025-01003,,SUV/Van,Head-on,Risk Level 2,Clear,34.0,Male,0,"PHP 52,761.98",Heavy,Poorly-Lit,30
MMTI-2025-06560, taguig,,Side-swipe,3,Clear,55.0,Male,0,202435.25,Moderate,Unlit,80
MMTI-2025-12593,Taguig,Car,Rear-end,3,Cloudy,-10.0,Male,0,318787.77,Heavy,Poorly-Lit,40
MMTI-2025-21181,,Motorcycle,Side-swipe,Risk Level 2,Clear,38.0,Male,0,9598.72,Light,Poorly-Lit,40 km/h
MMTI-2025-16018,Las Pinas,Truck,Head-on,3,Clear,59.0,F,0,88.2k,Heavy,Unlit,40
MMTI-2025-11648,Pasig,Car,Side-swipe,6,Clear,23.0,Male,4,152448.36,Heavy,Lit,60
MMTI-2025-22318,Paranaque,Car,Head-on,3.0,Clear,63.0,Male,0,104662.11,LIGHT,Well-Lit,60 kph
MMTI-2025-15918,Pasig,Car,Side-swipe,Risk Level 9,Clear,19.0,Female,2,147943.69,Moderate,well lit,60
MMTI-2025-19146,Pasig,SUV/Van,Side-swipe,3,Clear,28.0,Male,0,127343.67,MODERATE,No Lights,60 km/h
MMTI-2025-10842,San Juan,Car,Rear-end,Risk Level 3,Clear,41.0,Female,0,39743.71,Moderate,Lit,40
MMTI-2025-17093,Quezon,Motorcycle,Hit and Run,3,Cloudy,0.0,Male,0,601370.8,Heavy,Poorly-Lit,60 km/h
MMTI-2025-04075,Quezon,Motorcycle,Rear-end,3.0,Rainy,45.0,Male,0,1637078.01,Heavy,Well-Lit,60
MMTI-2025-16854,Quezon,SUV/Van,Rear-end,Risk Level 3,Rainy,40.0,Female,0,704087.22,Moderate,Poorly-Lit,60
MMTI-2025-16720,Quezon,SUV/Van,Side-swipe,3,Stormy,28.0,Female,0,1963565.56,Heavy,well lit,60
MMTI-2025-06369,Makati,Car,Side-swipe,Risk Level 3,Cloudy,45.0,Female,0,248734.19,Heavy,Well-Lit,60
MMTI-2025-12476,Manila,Jeepney,Hit and Run,2,Cloudy,35.0,Male,0,31628.36,,Well-Lit,40
MMTI-2025-20923,Las Pinas,SUV/Van,Head-on,3,Clear,47.0,male,0,86219.36,HEAVY,Well-Lit,40
MMTI-2025-13304,Makati,,Side-swipe,3.0,Clear,42.0,Female,0,"PHP 57,756.08",Heavy,Lit,60
MMTI-2025-03963, paranaque,Car,Rear-end,1.0,Clear,36.0,Male,0,,Moderate,dark,60
MMTI-2025-07556,Las Pinas,Bus,Rear-end,,Rain,39.0,Female,0,264254.55,Moderate,Poorly-Lit,60
MMTI-2025-11639,Quezon,Car,Head-on,6,Rainy,999.0,Male,4,818231.66,Heavy,POOR,100
MMTI-2025-09120,Pasig,Car,Rear-end,Risk Level 2,Clear,17.0,Male,0,147672.0,Heavy,Well-Lit,30
MMTI-2025-06674,Pasig,Motorcycle,Rear-end,3,Clear,17.0,Female,0,127598.16,Heavy,Well-Lit,60
MMTI-2025-18965,,Truck,Rear-end,3,Rain,30.0,Female,0,1835858.94,HEAVY,Well-Lit,40
MMTI-2025-07207,Manila,Truck,Hit and Run,3,Rain,,Male,0,1825155.69,Moderate,Well-Lit,80
MMTI-2025-12022,Taguig,Motorcycle,Head-on,Risk Level 3,Cloudy,38.0,Male,0,348.3k,Heavy,Poorly-Lit,30
MMTI-2025-09556,Pasay,Truck,Hit and Run,3,Clear,46.0,Male,0,49699.24,Heavy,Well-Lit,60 km/h
MMTI-2025-01461,Paranaque,Motorcycle,Rear-end,3.0,Clear,27.0,Female,0,114026.94,MODERATE,Well-Lit,40
MMTI-2025-14560,Muntinlupa,Motorcycle,Head-on,Risk Level 3,,31.0,Male,0,39172.91,Moderate,Well-Lit,30
MMTI-2025-10427,Paranaque,SUV/Van,Side-swipe,Risk Level 3,Clear,53.0,Male,0,108949.68,Heavy,dark,60
MMTI-2025-21243,Mandaluyong,Car,Side-swipe,3,Clear,42.0,Male,0,77354.48,Heavy,Well-Lit,60 km/h
MMTI-2025-14805, manila,,Hit and Run,,Clear,29.0,Male,0,73914.27,HEAVY,Well-Lit,60
MMTI-2025-04912,Paranaque,Car,Head-on,3.0,Clear,58.0,Female,0,101049.1,Moderate,dark,60
MMTI-2025-15594,Quezon,Motorcycle,Rear-end,3,Rainy,39.0,Male,0,1560283.05,Moderate,Well-Lit,100 kph
MMTI-2025-03468,Quezon,,Hit and Run,Risk Level 2,,22.0,Male,0,42358.52,Heavy,Well-Lit,40 km/h
MMTI-2025-04826,Las Pinas,,Hit and Run,3.0,Clear,36.0,Male,0,190571.89,Heavy,Poorly-Lit,60 km/h
MMTI-2025-21039,Quezon,Truck,Side-swipe,6,Rain,22.0,Female,4,3750633.3,,Poorly-Lit,60 km/h
MMTI-2025-00761,Manila,SUV/Van,Side-swipe,3,Clear,34.0,Male,0,,MODERATE,Well-Lit,60
MMTI-2025-08553,,SUV/Van,Rear-end,3,Clear,49.0,Male,0,323200.15,Moderate,Well-Lit,60
MMTI-2025-23440,Manila,Jeepney,Side-swipe,,Clear,31.0,Male,0,45567.05,Moderate,Poorly-Lit,30
MMTI-2025-09009,Manila,Bus,Head-on,3.0,,46.0,Male,0,1119028.21,Heavy,Poorly-Lit,40
MMTI-2025-02392,Quezon,Car,Head-on,3,Rainy,33.0,Female,0,1047372.11,Heavy,Well-Lit,100 km/h
MMTI-2025-23462,,Jeepney,Side-swipe,3,Clear,31.0,Male,0,,Heavy,Well-Lit,60
MMTI-2025-02751,Marikina,Motorcycle,Rear-end,Risk Level 6,Clear,30.0,Male,4,67175.54,Heavy,Poorly-Lit,80
MMTI-2025-20263,Muntinlupa,Motorcycle,Hit and Run,,Cloudy,21.0,Male,0,6559.64,Heavy,Well-Lit,60 km/h
MMTI-2025-13738,Quezon,Truck,Side-swipe,3,Clear,31.0,Female,0,825652.74,,Well-Lit,40
MMTI-2025-22603,Makati,,Head-on,Risk Level 2,Clear,36.0,Female,0,24522.86,Light,Well-Lit,100 km/h
MMTI-2025-17754,Quezon,Car,Head-on,9,Stormy,47.0,Male,3,3334797.99,Heavy,Well-Lit,60 km/h
MMTI-2025-06415,Pasig,Motorcycle,Hit and Run,3,Clear,41.0,male,0,124770.63,Heavy,Well-Lit,60
MMTI-2025-08915,Manila,Car,Rear-end,3.0,Cloudy,44.0,Male,0,189593.79,HEAVY,Poorly-Lit,60
MMTI-2025-21936,TAGUIG ,Car,Head-on,,Clear,46.0,Male,0,25932.9,Heavy,Poorly-Lit,60
MMTI-2025-13007,Makati,Motorcycle,Hit and Run,3,Clear,29.0,Male,0,30302.41,,Well-Lit,40
MMTI-2025-09826,Malabon,SUV/Van,Rear-end,,,30.0,Male,0,91862.44,Light,POOR,80
MMTI-2025-19008,Caloocan,Car,Rear-end,4,,31.0,Female,3,200908.07,Moderate,Poorly-Lit,60
MMTI-2025-18319,Manila,,Head-on,2,Clear,25.0,Male,0,77777777,Moderate,Poorly-Lit,60 km/h
MMTI-2025-01737,Quezon,Car,Side-swipe,3,Clear,30.0,Female,0,,Heavy,Poorly-Lit,60
MMTI-2025-10653,Caloocan,,Rear-end,3.0,Rain,40.0,Male,0,99999999,Heavy,Poorly-Lit,80 km/h
MMTI-2025-22590,Pasig,Car,Head-on,3.0,Clear,37.0,Female,2,125314.02,Moderate,Poorly-Lit,40
MMTI-2025-16834,Paranaque,SUV/Van,Side-swipe,Risk Level 3,Clear,54.0,Male,0,119865.05,Moderate,dark,30
MMTI-2025-23614,Quezon,SUV/Van,Head-on,3.0,Cloudy,28.0,Male,0,457704.15,HEAVY,Well-Lit,60
MMTI-2025-18168,Manila,,Hit and Run,3,Rain,44.0,Male,0,84940.47,Heavy,Well-Lit,40
MMTI-2025-03706,Makati,Car,Hit and Run,Risk Level 3,Cloudy,31.0,Female,0,"PHP 215,802.17",Heavy,Well-Lit,30
MMTI-2025-19428,Pasig,Car,Rear-end,3,Clear,33.0,Male,0,,Light,Unlit,60
MMTI-2025-18353,Quezon,Car,Rear-end,3,Rainy,46.0,Male,0,1158620.7,Light,Well-Lit,60
MMTI-2025-01679,Manila,Car,Head-on,3.0,Cloudy,29.0,Male,0,196273.78,Moderate,Well-Lit,60
MMTI-2025-06064,Quezon,Motorcycle,Rear-end,1,Rainy,46.0,Female,0,696607.23,Light,Well-Lit,40
MMTI-2025-18199,Makati,SUV/Van,Hit and Run,3,Cloudy,26.0,Female,0,216614.55,Heavy,Well-Lit,60
MMTI-2025-15286,Taguig,,Rear-end,3.0,Clear,30.0,Male,0,110018.43,Heavy,Well-Lit,80
MMTI-2025-12920,Quezon,,Rear-end,Risk Level 3,Clear,48.0,Male,0,186270.89,Heavy,No Lights,100 kph
MMTI-2025-10589,Marikina,Jeepney,Head-on,Risk Level 3,,36.0,Male,0,123165.99,Light,Poorly-Lit,40
MMTI-2025-09488, quezon,Truck,Rear-end,,Clear,37.0,Male,0,279375.36,Moderate,POOR,30
MMTI-2025-08991,Quezon,Car,Hit and Run,3,Cloudy,999.0,Female,0,368043.54,Heavy,Well-Lit,40
MMTI-2025-05252,Quezon,Motorcycle,Head-on,3.0,Rainy,41.0,Male,0,634041.75,Heavy,Poorly-Lit,60
MMTI-2025-13326,Quezon,SUV/Van,Side-swipe,3.0,Rainy,39.0,F,0,706249.49,Moderate,Poorly-Lit,60
MMTI-2025-04300,Manila,SUV/Van,Side-swipe,3,Cloudy,56.0,Male,0,177680.82,Heavy,Poorly-Lit,80
MMTI-2025-01825,Caloocan,Car,Head-on,3.0,Clear,,Female,0,185461.58,Heavy,Well-Lit,60
MMTI-2025-05280,PASAY ,Motorcycle,Side-swipe,3,,47.0,Male,0,21253.68,Heavy,Well-Lit,60
MMTI-2025-23088,Quezon,Car,Hit and Run,Risk Level 3,,32.0,M,0,218144.91,Heavy,dark,60
MMTI-2025-06162,Quezon,Car,Hit and Run,3,Cloudy,34.0,Male,0,492938.24,Heavy,Well-Lit,60
MMTI-2025-06628,Paranaque,Car,Rear-end,3.0,Clear,33.0,Male,0,"PHP 104,283.54",Heavy,Well-Lit,60 km/h
MMTI-2025-04347,Manila,Car,Head-on,2.0,Cloudy,32.0,Male,0,72849.76,,Well-Lit,60
MMTI-2025-02523,Quezon,Jeepney,Side-swipe,6,,34.0,Male,3,237772.43,Heavy,Poorly-Lit,60 kph
MMTI-2025-07334,Paranaque,Car,Rear-end,3,Clear,35.0,Male,0,99257.16,Heavy,Well-Lit,40
MMTI-2025-08602,Muntinlupa,Motorcycle,Rear-end,Risk Level 3,,23.0,Male,0,39041.08,Heavy,Well-Lit,100
MMTI-2025-13050,Quezon,Motorcycle,Rear-end,3,Rainy,28.0,Female,0,757828.94,Heavy,Well-Lit,60
MMTI-2025-06538,Manila,Motorcycle,Hit and Run,3.0,Cloudy,25.0,Male,0,189696.89,Heavy,Lit,40
MMTI-2025-21605,Muntinlupa,Car,Rear-end,Risk Level 3,Clear,52.0,Male,0,55448.14,Heavy,Unlit,40
MMTI-2025-05569,Pasig,Car,Head-on,3,Clear,42.0,Male,0,"PHP 146,489.84",Heavy,Poorly-Lit,30 km/h
MMTI-2025-01230,Makati,Car,Side-swipe,Risk Level 3,Cloudy,38.0,Male,0,235649.42,Moderate,Well-Lit,100
MMTI-2025-06867,PARANAQUE ,,Head-on,3.0,Clear,53.0,Male,0,58526.45,Heavy,Well-Lit,30
MMTI-2025-02910,Las Pinas,Car,Hit and Run,3,Clear,32.0,Male,0,89060.42,Moderate,POOR,60
MMTI-2025-06870,Makati,Motorcycle,Hit and Run,,Cloudy,23.0,Male,0,"PHP 15,303.36",Heavy,Well-Lit,60
MMTI-2025-10487,Mandaluyong,,Head-on,6,Rain,17.0,Female,1,527788.27,Moderate,Poorly-Lit,60
MMTI-2025-06296,Quezon,Motorcycle,Side-swipe,3,Rainy,54.0,Male,0,"PHP 1,432,862.43",HEAVY,Well-Lit,60 kph
MMTI-2025-21785,Quezon,SUV/Van,Head-on,6.0,Rainy,30.0,Male,3,1697297.75,Heavy,dark,60 km/h
MMTI-2025-00263,Quezon,Car,Side-swipe,3.0,Stormy,31.0,Male,0,77777777,Heavy,Poorly-Lit,40
MMTI-2025-04921,Makati,Motorcycle,Hit and Run,Risk Level 3,Cloudy,55.0,Male,0,242.0k,Heavy,Well-Lit,60
MMTI-2025-12560,Paranaque,Truck,Hit and Run,Risk Level 3,Clear,32.0,male,0,118300.59,Heavy,Well-Lit,40
MMTI-2025-13590,Pasay,Truck,Head-on,1,Clear,34.0,Male,0,48325.43,Moderate,Well-Lit,60 km/h
MMTI-2025-07190,Taguig,Car,Rear-end,1.0,Cloudy,40.0,Female,0,346012.74,Moderate,Well-Lit,60
MMTI-2025-22527,Quezon,Car,Side-swipe,Risk Level 6,Stormy,37.0,Female,3,2262981.49,Moderate,well lit,40 km/h
MMTI-2025-07803,Pasay,Car,Hit and Run,3,Clear,19.0,Male,0,46309.68,Heavy,Well-Lit,60
MMTI-2025-14177,Valenzuela,Car,Side-swipe,2.0,,29.0,Male,0,62444.12,Moderate,Poorly-Lit,40
MMTI-2025-19740,Quezon,Motorcycle,Rear-end,6,Cloudy,25.0,Female,1,485354.13,Moderate,Well-Lit,60
MMTI-2025-19120,Pasig,SUV/Van,Head-on,6,Clear,19.0,Male,4,130.6k,Heavy,Poorly-Lit,60 km/h
MMTI-2025-15682,Makati,,Side-swipe,3,Rain,22.0,Female,0,167243.1,Heavy,Well-Lit,60 km/h
